# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230574.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230574.1.all.q/P_sub_2/counts.txt" "/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam
Tb10.v4.0241	tryp_X-54d09.q1c;tryp_X-54d09.q1c;tryp_X-54d09.q1c	1840;2039;2371	2036;2347;2629	-;-;-	765	0
Tb10.v4.0242	tryp_X-54d09.q1c	8366	8812	-	447	0
Tb10.v4.0243	tryp_X-54d09.q1c	11360	12451	-	1092	0
Tb10.v4.0244	tryp_X-54d09.q1c	12931	13833	-	903	0
Tb10.v4.0222	tryp_X-46d09.q1c	1	951	-	951	0
Tb10.v4.0223	tryp_X-46d09.q1c	954	1391	-	438	0
Tb10.v4.0224	tryp_X-46d09.q1c	1549	2619	-	1071	0
Tb10.v4.0225	tryp_X-46d09.q1c	3740	5260	-	1521	0
Tb10.v4.0226	tryp_X-46d09.q1c	7631	8986	-	1356	0
Tb10.v4.0227	tryp_X-46d09.q1c	10731	12218	-	1488	0
Tb11.0520	tryp_XI-1084b11.p1k	1702	2526	-	825	941
Tb11.0530	tryp_XI-1084b11.p1k	2979	4442	-	1464	735
Tb11.0540	tryp_XI-1084b11.p1k	4779	7781	-	3003	1172
Tb11.0550	tryp_XI-1084b11.p1k	8382	8828	-	447	494
Tb11.0560	tryp_XI-1084b11.p1k	10026	13523	-	3498	463
Tb927.11.18650	Tb927_11_LH_fork_v5.1	5272	6258	-	987	3
Tb927.11.18660	Tb927_11_LH_fork_v5.1	8417	9364	-	948	24
Tb927.11.18670	Tb927_11_LH_fork_v5.1	11791	12663	-	873	3
Tb11.1690	tryp_XI-944h10.q1k	1907	3457	+	1551	0
Tb11.1700	tryp_XI-944h10.q1k	4418	5986	+	1569	0
Tb11.1250	tryp_XI-425g10.p1k	2318	3133	+	816	0
Tb11.1260	tryp_XI-425g10.p1k	7937	8734	+	798	0
Tb09.v4.0058	tryp_IXa-16h03.q1c	1521	2753	+	1233	271
Tb09.v4.0059	tryp_IXa-16h03.q1c	4377	5645	+	1269	218
Tb09.v4.0060	tryp_IXa-16h03.q1c	7417	9852	+	2436	797
Tb11.0040	tryp_XI-1007b07.p1k	6999	8462	-	1464	0
Tb11.1050	tryp_XI-314d08.p1ka	4	1545	-	1542	0
Tb11.1060	tryp_XI-314d08.p1ka	3406	4992	-	1587	0
Tb11.1070	tryp_XI-314d08.p1ka	7482	9005	-	1524	0
Tb11.0760	tryp_XI-1138e03.p1k	4266	4763	+	498	0
Tb11.0770	tryp_XI-1138e03.p1k	4765	5778	+	1014	0
Tb11.0780	tryp_XI-1138e03.p1k	6352	7530	+	1179	0
Tb11.1190	tryp_XI-390c04.p2kA614	531	10553	+	10023	13
Tb11.1200	tryp_XI-390c04.p2kA614	10574	13291	+	2718	10
Tb09.v4.0016	TP26P4-1a02.q1ka	318	1775	-	1458	530
Tb09.v4.0017	TP26P4-1a02.q1ka	9308	10138	+	831	1333
Tb09.v4.0018	TP26P4-1a02.q1ka	10550	11737	+	1188	145
Tb09.v4.0020	TP26P4-1a02.q1ka	15358	15774	+	417	6
Tb10.v4.0052	Tp_ends-39g01.p1k	50	14692	-	14643	207
Tb11.1670	tryp_XI-905b11.p1k	2338	4017	-	1680	0
Tb11.1680	tryp_XI-905b11.p1k	8750	9682	-	933	0
Tb10.v4.0158	tryp_X-313e04.q2kB520	3411	4013	+	603	1
Tb10.v4.0159	tryp_X-313e04.q2kB520	16618	16974	+	357	0
Tb11.1800	tryp_XI-976e03.p2kA567	15671	16849	-	1179	241
Tb927.11.18680	Tb927_11_Homologues_1_v5.1	943	1215	-	273	4076
Tb11.1120	tryp_XI-361h08.q1k	2218	3762	+	1545	2
Tb11.1130	tryp_XI-361h08.q1k	11748	13166	+	1419	0
Tb11.1810	tryp_XI-983f02.p1k	12278	13042	-	765	4278
Tb11.0830	tryp_XI-139f04.p1c	3304	4530	-	1227	0
Tb11.0630	tryp_XI-1126c12.p1k	1971	3290	-	1320	0
Tb11.0640	tryp_XI-1126c12.p1k;tryp_XI-1126c12.p1k	4837;5393	5391;6298	-;-	1461	0
Tb11.0650	tryp_XI-1126c12.p1k	9151	10452	-	1302	0
Tb09.v4.0199	tryp_IXb-86g11.p1c	270	1574	-	1305	0
Tb09.v4.0200	tryp_IXb-86g11.p1c	4976	6514	-	1539	12
Tb09.v4.0201	tryp_IXb-86g11.p1c	6937	8016	-	1080	10
Tb09.v4.0202	tryp_IXb-86g11.p1c	9226	10680	-	1455	0
Tb07.11L3.90	11L3_v3	26793	27923	-	1131	230
Tb07.11L3.100	11L3_v3	30224	34018	-	3795	844
Tb10.v4.0130	tryp_X-275g09.p1c	1	10245	+	10245	3
Tb11.0820	tryp_XI-1152c10.p2kA602	5867	8278	-	2412	442
Tb11.1460	tryp_XI-862d07.q2kd7148	1755	3329	-	1575	5
Tb11.1470	tryp_XI-862d07.q2kd7148	6837	8075	-	1239	1
Tb10.v4.0053	tryp_X-106b08.p1c	3	12359	-	12357	183
gene-Tb427.BES40.1	FM162566.1	1016	2041	+	1026	8283
gene-Tb427.BES40.2	FM162566.1	3584	4606	+	1023	185
gene-Tb427.BES40.3	FM162566.1	5937	7142	+	1206	170
gene-Tb427.BES40.4	FM162566.1	10737	12171	+	1435	481
gene-Tb427.BES40.5	FM162566.1	13942	14865	+	924	51
gene-Tb427.BES40.6	FM162566.1	15044	15418	+	375	11
gene-Tb427.BES40.7	FM162566.1	16866	20672	+	3807	72
gene-Tb427.BES40.8	FM162566.1	21730	22467	+	738	439
gene-Tb427.BES40.9	FM162566.1	25658	27688	+	2031	28
gene-Tb427.BES40.10	FM162566.1	28645	29751	+	1107	47
gene-Tb427.BES40.11	FM162566.1	29930	30304	+	375	11
gene-Tb427.BES40.12	FM162566.1	31062	31484	+	423	14
gene-Tb427.BES40.13	FM162566.1	31752	35558	+	3807	30
gene-Tb427.BES40.14	FM162566.1	36446	38338	+	1893	18
gene-Tb427.BES40.15	FM162566.1	39072	41102	+	2031	16
gene-Tb427.BES40.16	FM162566.1	42059	43165	+	1107	31
gene-Tb427.BES40.17	FM162566.1	43344	43718	+	375	11
gene-Tb427.BES40.18	FM162566.1	45432	46844	+	1413	19
gene-Tb427.BES40.19	FM162566.1	47040	47613	+	574	9
gene-Tb427.BES40.20	FM162566.1	47876	48865	+	990	42
gene-Tb427.BES40.21	FM162566.1	50987	52348	+	1362	3
gene-Tb427.BES40.22	FM162566.1	57079	58509	+	1431	1285
gene-Tb427.BES129.1	FM162567.1	1005	1799	+	795	8094
gene-Tb427.BES129.2	FM162567.1	3533	4555	+	1023	77
gene-Tb427.BES129.3	FM162567.1	5886	6908	+	1023	81
gene-Tb427.BES129.4	FM162567.1	8239	9444	+	1206	103
gene-Tb427.BES129.5	FM162567.1	13248	14483	+	1236	555
gene-Tb427.BES129.6	FM162567.1	16158	17174	+	1017	12
gene-Tb427.BES129.7	FM162567.1	19176	22982	+	3807	18
gene-Tb427.BES129.8	FM162567.1	24044	24781	+	738	50
gene-Tb427.BES129.9	FM162567.1	27973	29865	+	1893	6
gene-Tb427.BES129.10	FM162567.1	30822	31928	+	1107	1
gene-Tb427.BES129.11	FM162567.1	34205	35629	+	1425	3
gene-Tb427.BES129.12	FM162567.1	35907	36404	+	498	6
gene-Tb427.BES129.13	FM162567.1	36664	37650	+	987	2
gene-Tb427.BES129.14	FM162567.1	48755	50338	+	1584	2
gene-Tb427.BES4.1	FM162568.1	1923	2939	+	1017	15
gene-Tb427.BES4.2	FM162568.1	4277	5476	+	1200	3
gene-Tb427.BES4.3	FM162568.1	9009	10445	+	1437	211
gene-Tb427.BES4.4	FM162568.1	11606	12157	+	552	1
gene-Tb427.BES4.5	FM162568.1	14068	17873	+	3806	48
gene-Tb427.BES4.6	FM162568.1	18771	20663	+	1893	2
gene-Tb427.BES4.7	FM162568.1	21620	22726	+	1107	1
gene-Tb427.BES4.8	FM162568.1	24881	26263	+	1383	4
gene-Tb427.BES4.9	FM162568.1	26452	27554	+	1103	1
gene-Tb427.BES4.10	FM162568.1	27688	28665	+	978	6
gene-Tb427.BES4.11	FM162568.1	34079	35668	+	1590	2
gene-Tb427.BES15.1	FM162569.1	2065	4125	+	2061	3
gene-Tb427.BES15.2	FM162569.1	15295	16311	+	1017	10
gene-Tb427.BES15.3	FM162569.1	17649	18848	+	1200	7
gene-Tb427.BES15.4	FM162569.1	22381	23817	+	1437	200
gene-Tb427.BES15.5	FM162569.1	24978	25529	+	552	1
gene-Tb427.BES15.6	FM162569.1	27440	31245	+	3806	50
gene-Tb427.BES15.7	FM162569.1	32143	34035	+	1893	7
gene-Tb427.BES15.8	FM162569.1	34992	36098	+	1107	2
gene-Tb427.BES15.9	FM162569.1	38253	39635	+	1383	2
gene-Tb427.BES15.10	FM162569.1	39914	40600	+	687	4
gene-Tb427.BES15.11	FM162569.1	41060	42037	+	978	4
gene-Tb427.BES15.12	FM162569.1	45153	46742	+	1590	0
gene-Tb427.BES5.1	FM162570.1	1917	2942	+	1026	21
gene-Tb427.BES5.2	FM162570.1	4274	5482	+	1209	60
gene-Tb427.BES5.3	FM162570.1	9086	10519	+	1434	542
gene-Tb427.BES5.4	FM162570.1	12194	12958	+	765	6
gene-Tb427.BES5.5	FM162570.1	15240	19046	+	3807	22
gene-Tb427.BES5.6	FM162570.1	20107	20844	+	738	188
gene-Tb427.BES5.7	FM162570.1	24038	25930	+	1893	2
gene-Tb427.BES5.8	FM162570.1	26887	27993	+	1107	9
gene-Tb427.BES5.9	FM162570.1	30242	31711	+	1470	0
gene-Tb427.BES5.10	FM162570.1	31888	33008	+	1121	1
gene-Tb427.BES5.11	FM162570.1	33142	34128	+	987	0
gene-Tb427.BES5.12	FM162570.1	44262	44866	+	605	0
gene-Tb427.BES5.13	FM162570.1	46370	47800	+	1431	0
gene-Tb427.BES28.1	FM162571.1	1970	2995	+	1026	29
gene-Tb427.BES28.2	FM162571.1	4327	5352	+	1026	21
gene-Tb427.BES28.3	FM162571.1	6684	7709	+	1026	32
gene-Tb427.BES28.4	FM162571.1	9041	10249	+	1209	44
gene-Tb427.BES28.5	FM162571.1	13853	15286	+	1434	537
gene-Tb427.BES28.6	FM162571.1	16961	17978	+	1018	5
gene-Tb427.BES28.7	FM162571.1	20007	23813	+	3807	19
gene-Tb427.BES28.8	FM162571.1	24874	25611	+	738	230
gene-Tb427.BES28.9	FM162571.1	28805	30697	+	1893	3
gene-Tb427.BES28.10	FM162571.1	31654	32760	+	1107	3
gene-Tb427.BES28.11	FM162571.1	35009	36478	+	1470	3
gene-Tb427.BES28.12	FM162571.1	36749	37775	+	1027	1
gene-Tb427.BES28.13	FM162571.1	37909	38895	+	987	0
gene-Tb427.BES28.14	FM162571.1	47246	47850	+	605	0
gene-Tb427.BES28.15	FM162571.1	49354	50784	+	1431	0
gene-Tb427.BES98.1	FM162572.1	1906	2928	+	1023	41
gene-Tb427.BES98.2	FM162572.1	4261	5466	+	1206	160
gene-Tb427.BES98.3	FM162572.1	9061	10497	+	1437	607
gene-Tb427.BES98.4	FM162572.1	12172	13189	+	1018	23
gene-Tb427.BES98.5	FM162572.1	15188	18994	+	3807	33
gene-Tb427.BES98.6	FM162572.1	20064	20801	+	738	120
gene-Tb427.BES98.7	FM162572.1	23996	25888	+	1893	5
gene-Tb427.BES98.8	FM162572.1	26845	27951	+	1107	6
gene-Tb427.BES98.9	FM162572.1	30232	31635	+	1404	17
gene-Tb427.BES98.10	FM162572.1	31816	32530	+	715	8
gene-Tb427.BES98.11	FM162572.1	32667	33653	+	987	2
gene-Tb427.BES98.12	FM162572.1	39407	40987	+	1581	4
gene-Tb427.BES65.1	FM162573.1	1973	3172	+	1200	9
gene-Tb427.BES65.2	FM162573.1	4360	5565	+	1206	21
gene-Tb427.BES65.3	FM162573.1	8652	10091	+	1440	205
gene-Tb427.BES65.4	FM162573.1	11067	11809	+	743	1
gene-Tb427.BES65.5	FM162573.1	13842	17648	+	3807	18
gene-Tb427.BES65.6	FM162573.1	18714	19451	+	738	129
gene-Tb427.BES65.7	FM162573.1	22645	24537	+	1893	2
gene-Tb427.BES65.8	FM162573.1	25494	26600	+	1107	2
gene-Tb427.BES65.9	FM162573.1	28881	30293	+	1413	10
gene-Tb427.BES65.10	FM162573.1	30474	31188	+	715	7
gene-Tb427.BES65.11	FM162573.1	31323	32309	+	987	3
gene-Tb427.BES65.12	FM162573.1	46395	47317	+	923	0
gene-Tb427.BES65.13	FM162573.1	47508	49037	+	1530	0
gene-Tb427.BES153.1	FM162574.2	2126	4186	+	2061	8
gene-Tb427.BES153.2	FM162574.2	15359	16558	+	1200	13
gene-Tb427.BES153.3	FM162574.2	17746	18951	+	1206	8
gene-Tb427.BES153.4	FM162574.2	22038	23477	+	1440	233
gene-Tb427.BES153.5	FM162574.2	24495	25195	+	701	2
gene-Tb427.BES153.6	FM162574.2	27228	31034	+	3807	24
gene-Tb427.BES153.7	FM162574.2	32100	32837	+	738	134
gene-Tb427.BES153.8	FM162574.2	36031	37923	+	1893	5
gene-Tb427.BES153.9	FM162574.2	38880	39986	+	1107	1
gene-Tb427.BES153.10	FM162574.2	42267	43679	+	1413	13
gene-Tb427.BES153.11	FM162574.2	43999	44574	+	576	9
gene-Tb427.BES153.12	FM162574.2	44709	45695	+	987	2
gene-Tb427.BES153.13	FM162574.2	52690	53579	+	890	0
gene-Tb427.BES153.14	FM162574.2	53770	55299	+	1530	0
gene-Tb427.BES64.1	FM162575.1	1995	3014	+	1020	27
gene-Tb427.BES64.2	FM162575.1	8664	10130	+	1467	1
gene-Tb427.BES134.1	FM162576.1	2067	4127	+	2061	213
gene-Tb427.BES134.2	FM162576.1	15251	16267	+	1017	11
gene-Tb427.BES134.3	FM162576.1	17602	18801	+	1200	10
gene-Tb427.BES134.4	FM162576.1	21895	23334	+	1440	639
gene-Tb427.BES134.5	FM162576.1	24312	25048	+	737	2
gene-Tb427.BES134.6	FM162576.1	25224	26837	+	1614	4
gene-Tb427.BES122.1	FM162577.1	1925	2956	+	1032	13
gene-Tb427.BES122.2	FM162577.1	4278	5483	+	1206	9
gene-Tb427.BES122.3	FM162577.1	8751	10188	+	1438	110
gene-Tb427.BES122.4	FM162577.1	11168	11905	+	738	6
gene-Tb427.BES122.5	FM162577.1	13915	17721	+	3807	150
gene-Tb427.BES122.6	FM162577.1	18610	20502	+	1893	3
gene-Tb427.BES122.7	FM162577.1	21459	22565	+	1107	3
gene-Tb427.BES122.8	FM162577.1	24572	28378	+	3807	33
gene-Tb427.BES122.9	FM162577.1	29672	30694	+	1023	70
gene-Tb427.BES122.10	FM162577.1	31734	32621	+	888	150
gene-Tb427.BES122.11	FM162577.1	49442	50890	+	1449	0
gene-Tb427.BES29.1	FM162578.1	2117	4177	+	2061	17
gene-Tb427.BES29.2	FM162578.1	15343	16548	+	1206	83
gene-Tb427.BES29.3	FM162578.1	17737	18756	+	1020	17
gene-Tb427.BES29.4	FM162578.1	21987	23429	+	1443	954
gene-Tb427.BES29.5	FM162578.1	24446	25142	+	697	1
gene-Tb427.BES29.6	FM162578.1	27400	28764	+	1365	0
gene-Tb427.BES29.7	FM162578.1	28943	29538	+	596	1
gene-Tb427.BES29.8	FM162578.1	29799	30791	+	993	2
gene-Tb427.BES29.9	FM162578.1	38875	40275	+	1401	0
gene-Tb427.BES56.1	FM162579.1	2064	4124	+	2061	21
gene-Tb427.BES56.2	FM162579.1	15333	16535	+	1203	66
gene-Tb427.BES56.3	FM162579.1	17724	18746	+	1023	29
gene-Tb427.BES56.4	FM162579.1	21981	23423	+	1443	344
gene-Tb427.BES56.5	FM162579.1	24404	25138	+	735	5
gene-Tb427.BES56.6	FM162579.1	27136	30942	+	3807	35
gene-Tb427.BES56.7	FM162579.1	31830	33722	+	1893	24
gene-Tb427.BES56.8	FM162579.1	34456	36348	+	1893	6
gene-Tb427.BES56.9	FM162579.1	37537	38412	+	876	4
gene-Tb427.BES56.10	FM162579.1	40690	42102	+	1413	19
gene-Tb427.BES56.11	FM162579.1	42298	42997	+	700	14
gene-Tb427.BES56.12	FM162579.1	43134	44120	+	987	1
gene-Tb427.BES56.13	FM162579.1	49745	51259	+	1515	1
gene-Tb427.BES10.0	FM162580.1	338	1198	+	861	3728
gene-Tb427.BES10.1	FM162580.1	4357	5376	+	1020	18
gene-Tb427.BES10.2	FM162580.1	6714	7916	+	1203	51
gene-Tb427.BES10.3	FM162580.1	11014	12453	+	1440	208
gene-Tb427.BES10.4	FM162580.1	13533	14171	+	639	8
gene-Tb427.BES10.5	FM162580.1	16312	17745	+	1434	1
gene-Tb427.BES10.6	FM162580.1	18016	18703	+	688	8
gene-Tb427.BES10.7	FM162580.1	19218	20147	+	930	0
gene-Tb427.BES10.8	FM162580.1	23567	25069	+	1503	0
gene-Tb427.BES10.9	FM162580.1	26294	27642	+	1349	1
gene-Tb427.BES10.10	FM162580.1	31864	33333	+	1470	0
gene-Tb427.BES126.1	FM162581.1	2118	4178	+	2061	28
gene-Tb427.BES126.2	FM162581.1	15365	16387	+	1023	29
gene-Tb427.BES126.3	FM162581.1	17724	18926	+	1203	25
gene-Tb427.BES126.4	FM162581.1	22022	23464	+	1443	605
gene-Tb427.BES126.5	FM162581.1	24537	25181	+	645	1
gene-Tb427.BES126.6	FM162581.1	27183	30989	+	3807	68
gene-Tb427.BES126.7	FM162581.1	31880	33772	+	1893	4
gene-Tb427.BES126.8	FM162581.1	34509	36539	+	2031	8
gene-Tb427.BES126.9	FM162581.1	37496	38602	+	1107	2
gene-Tb427.BES126.10	FM162581.1	40867	42231	+	1365	1
gene-Tb427.BES126.11	FM162581.1	42413	43525	+	1113	12
gene-Tb427.BES126.12	FM162581.1	43662	44648	+	987	3
gene-Tb427.BES126.13	FM162581.1	49083	50321	+	1239	0
gene-Tb427.BES126.14	FM162581.1	54452	55378	+	927	0
gene-Tb427.BES126.15	FM162581.1	56567	57976	+	1410	0
gene-Tb427.BES51.1	FM162582.1	2065	4125	+	2061	12
gene-Tb427.BES51.2	FM162582.1	15337	16353	+	1017	20
gene-Tb427.BES51.3	FM162582.1	17691	18890	+	1200	5
gene-Tb427.BES51.4	FM162582.1	22426	23868	+	1443	280
gene-Tb427.BES51.5	FM162582.1	24866	25582	+	717	2
gene-Tb427.BES51.6	FM162582.1	27612	31417	+	3806	75
gene-Tb427.BES51.7	FM162582.1	32310	34202	+	1893	2
gene-Tb427.BES51.8	FM162582.1	35159	36263	+	1105	1
gene-Tb427.BES51.9	FM162582.1	38537	39925	+	1389	4
gene-Tb427.BES51.10	FM162582.1	40189	40887	+	699	1
gene-Tb427.BES51.11	FM162582.1	41347	42324	+	978	6
gene-Tb427.BES51.12	FM162582.1	51060	52559	+	1500	0
gene-Tb427.BES59.1	FM162583.1	2065	4125	+	2061	10
gene-Tb427.BES59.2	FM162583.1	15337	16353	+	1017	10
gene-Tb427.BES59.3	FM162583.1	17691	18890	+	1200	9
gene-Tb427.BES59.4	FM162583.1	22426	23868	+	1443	250
gene-Tb427.BES59.5	FM162583.1	24867	25583	+	717	4
gene-Tb427.BES59.6	FM162583.1	27613	31418	+	3806	92
gene-Tb427.BES59.7	FM162583.1	32311	34203	+	1893	3
gene-Tb427.BES59.8	FM162583.1	35160	36264	+	1105	0
gene-Tb427.BES59.9	FM162583.1	38538	39926	+	1389	2
gene-Tb427.BES59.10	FM162583.1	40190	40888	+	699	2
gene-Tb427.BES59.11	FM162583.1	41348	42325	+	978	6
gene-Tb427.BES59.12	FM162583.1	51405	52904	+	1500	0
KS17gene_7624a	Tb927_10_v5.1	33725	34528	-	804	400
KS17gene_2589a	Tb927_10_v5.1	66265	67133	+	869	801
KS17gene_8560a	Tb927_11_v5.1	66206	66323	-	118	332
KS17gene_8557a	Tb927_11_v5.1	71211	71462	-	252	244
KS17gene_2590a	Tb927_10_v5.1	67290	68558	+	1269	889
KS17gene_11a	FM162567.1	9873	10709	+	837	77
KS17gene_2176a	Tb927_09_v5.1	178372	179299	+	928	494
KS17gene_4924a	Tb927_03_v5.1	123480	126087	-	2608	228
KS17gene_2611a	Tb927_10_v5.1	99683	99884	+	202	362
KS17gene_5516a	Tb927_05_v5.1	219910	220508	-	599	1575
KS17gene_8556a	Tb927_11_v5.1	71326	72985	-	1660	1087
KS17gene_8548a	Tb927_11_v5.1	87899	88016	-	118	432
KS17gene_2619a	Tb927_10_v5.1	118908	119106	+	199	157
KS17gene_1054a	Tb927_06_v5.1	9030	9694	+	665	506
KS17gene_2621a	Tb927_10_v5.1	125628	126242	+	615	140
KS17gene_4422a	Tb927_01_v5.1	59213	59764	-	552	10187
KS17gene_8547a	Tb927_11_v5.1	88855	89031	-	177	207
KS17gene_8534a	Tb927_11_v5.1	112420	113053	-	634	707
KS17gene_6542a	Tb927_08_v5.1	149978	150681	-	704	2053
KS17gene_8533a	Tb927_11_v5.1	113182	117188	-	4007	6017
KS17gene_8531a	Tb927_11_v5.1	119848	120555	-	708	321
KS17gene_8526a	Tb927_11_v5.1	137609	138517	-	909	1591
KS17gene_8525a	Tb927_11_v5.1	138783	139847	-	1065	1664
KS17gene_2622a	Tb927_10_v5.1	133729	133808	+	80	294
KS17gene_2177a	Tb927_09_v5.1	181371	182055	+	685	70
KS17gene_6208a	Tb927_07_v5.1	19784	22449	-	2666	673
KS17gene_2624a	Tb927_10_v5.1	143917	144211	+	295	1726
KS17gene_6541a	Tb927_08_v5.1	150806	151486	-	681	2206
KS17gene_8520a	Tb927_11_v5.1	146128	146568	-	441	2082
KS17gene_7016a	Tb927_09_v5.1	329413	329947	-	535	120
KS17gene_2628a	Tb927_10_v5.1	167176	167648	+	473	1014
KS17gene_4626a	Tb927_02_v5.1	6902	7254	-	353	840
KS17gene_7015a	Tb927_09_v5.1	330055	330574	-	520	83
KS17gene_6206a	Tb927_07_v5.1	24427	26731	-	2305	971
KS17gene_1058a	Tb927_06_v5.1	22978	26473	+	3496	2485
KS17gene_2637a	Tb927_10_v5.1	189634	190312	+	679	1169
KS17gene_8518a	Tb927_11_v5.1	147403	148025	-	623	1888
KS17gene_3299a	Tb927_11_v5.1	183309	184391	+	1083	4198
KS17gene_2639a	Tb927_10_v5.1	196715	196962	+	248	439
KS17gene_7615a	Tb927_10_v5.1	300261	301182	-	922	1594
KS17gene_5353a	Tb927_04_v5.1	4904	5808	-	905	1154
KS17gene_5824a	Tb927_06_v5.1	76067	76716	-	650	5253
KS17gene_3305a	Tb927_11_v5.1	200703	201004	+	302	444
KS17gene_646a	Tb927_04_v5.1	12901	13661	+	761	2425
KS17gene_7014a	Tb927_09_v5.1	330709	335575	-	4867	193
KS17gene_7613a	Tb927_10_v5.1	319456	319754	-	299	607
KS17gene_4419a	Tb927_01_v5.1	64679	69509	-	4831	5589
KS17gene_3310a	Tb927_11_v5.1	211876	212075	+	200	831
KS17gene_3311a	Tb927_11_v5.1	212266	212417	+	152	1125
KS17gene_5352a	Tb927_04_v5.1	30708	33943	-	3236	3001
KS17gene_7009a	Tb927_09_v5.1	342933	343398	-	466	2228
KS17gene_5348a	Tb927_04_v5.1	78516	80276	-	1761	1394
KS17gene_5342a	Tb927_04_v5.1	109041	109361	-	321	737
KS17gene_5514a	Tb927_05_v5.1	223786	223898	-	113	286
KS17gene_4418a	Tb927_01_v5.1	78066	84883	-	6818	7716
KS17gene_7003a	Tb927_09_v5.1	351023	351551	-	529	1178
KS17gene_3313a	Tb927_11_v5.1	213902	214096	+	195	2006
KS17gene_3318a	Tb927_11_v5.1	223755	224237	+	483	2071
KS17gene_6998a	Tb927_09_v5.1	360378	360973	-	596	1301
KS17gene_1291a	Tb927_07_v5.1	39046	39522	+	477	382
KS17gene_6979a	Tb927_09_v5.1	422294	422818	-	525	1311
KS17gene_1295a	Tb927_07_v5.1	44419	45140	+	722	9847
KS17gene_5341a	Tb927_04_v5.1	109187	109381	-	195	499
KS17gene_6531a	Tb927_08_v5.1	168705	169182	-	478	1390
KS17gene_4417a	Tb927_01_v5.1	84977	85459	-	483	7820
KS17gene_5340a	Tb927_04_v5.1	109509	110104	-	596	1243
KS17gene_3326a	Tb927_11_v5.1	245810	246655	+	846	1526
KS17gene_7612a	Tb927_10_v5.1	326647	326780	-	134	167
KS17gene_3330a	Tb927_11_v5.1	254960	255344	+	385	313
KS17gene_6969a	Tb927_09_v5.1	443596	445356	-	1761	261
KS17gene_7609a	Tb927_10_v5.1	334509	334733	-	225	633
KS17gene_6516a	Tb927_08_v5.1	194443	195097	-	655	872
KS17gene_5506a	Tb927_05_v5.1	242154	242846	-	693	986
KS17gene_1301a	Tb927_07_v5.1	53463	54300	+	838	3961
KS17gene_1303a	Tb927_07_v5.1	56121	57331	+	1211	931
KS17gene_3335a	Tb927_11_v5.1	262367	262816	+	450	1138
KS17gene_3336a	Tb927_11_v5.1	262983	263195	+	213	221
KS17gene_6963a	Tb927_09_v5.1	455788	456106	-	319	254
KS17gene_227a	Tb927_02_v5.1	17348	18005	+	658	1895
KS17gene_6959a	Tb927_09_v5.1	463472	464091	-	620	2680
KS17gene_3341a	Tb927_11_v5.1	276112	276519	+	408	1318
KS17gene_6955a	Tb927_09_v5.1	466749	467163	-	415	2716
KS17gene_4416a	Tb927_01_v5.1	99146	101670	-	2525	4662
KS17gene_228a	Tb927_02_v5.1	19768	20598	+	831	160
KS17gene_7599a	Tb927_10_v5.1	359813	359989	-	177	815
KS17gene_5338a	Tb927_04_v5.1	127241	127491	-	251	92
KS17gene_4415a	Tb927_01_v5.1	101779	102154	-	376	360
KS17gene_7597a	Tb927_10_v5.1	361671	362028	-	358	1193
KS17gene_3342a	Tb927_11_v5.1	276635	276916	+	282	846
KS17gene_30a	Tb927_01_v5.1	107289	107927	+	639	2745
KS17gene_3345a	Tb927_11_v5.1	316096	316996	+	901	180
KS17gene_1060a	Tb927_06_v5.1	82596	85537	+	2942	4905
KS17gene_1061a	Tb927_06_v5.1	106485	107966	+	1482	780
KS17gene_8595a	tryp_X-448g06.q1c	10875	11307	-	433	7
KS17gene_6197a	Tb927_07_v5.1	84508	84705	-	198	251
KS17gene_3346a	Tb927_11_v5.1	317144	317299	+	156	2
KS17gene_6187a	Tb927_07_v5.1	113160	113813	-	654	2350
KS17gene_32a	Tb927_01_v5.1	118542	119207	+	666	290
KS17gene_7592a	Tb927_10_v5.1	386669	386948	-	280	258
KS17gene_3347a	Tb927_11_v5.1	335435	335773	+	339	448
KS17gene_33a	Tb927_01_v5.1	119306	121857	+	2552	1986
KS17gene_7590a	Tb927_10_v5.1	401233	401640	-	408	977
KS17gene_6174a	Tb927_07_v5.1	139296	140698	-	1403	1617
KS17gene_6954a	Tb927_09_v5.1	467260	467895	-	636	1952
KS17gene_6173a	Tb927_07_v5.1	146696	147632	-	937	788
KS17gene_6509a	Tb927_08_v5.1	216821	216957	-	137	142
KS17gene_6947a	Tb927_09_v5.1	486404	486654	-	251	369
KS17gene_6508a	Tb927_08_v5.1	216940	217217	-	278	261
KS17gene_4921a	Tb927_03_v5.1	131644	132464	-	821	3451
KS17gene_3348a	Tb927_11_v5.1	338199	338341	+	143	156
KS17gene_4919a	Tb927_03_v5.1	133278	135633	-	2356	5798
KS17gene_6506a	Tb927_08_v5.1	230489	231003	-	515	269
KS17gene_6170a	Tb927_07_v5.1	151652	151861	-	210	979
KS17gene_6502a	Tb927_08_v5.1	235741	236825	-	1085	1386
KS17gene_3359a	Tb927_11_v5.1	372299	372881	+	583	1061
KS17gene_7588a	Tb927_10_v5.1	404726	404973	-	248	93
